person_id,product_id,height,bust,waist,hips,garment_bust,garment_waist,garment_hip,garment_length,garment_sleeve,bust_ease,waist_ease,hip_ease,bust_ratio,waist_ratio,hip_ratio,bust_mismatch,waist_mismatch,hip_mismatch,bust_relative_mismatch,waist_relative_mismatch,hip_relative_mismatch,mean_ease,ease_std,known_fit_dimensions,tight_dimension_count,extreme_ease_count,length_height_ratio,category_count,style_count,pattern_count,material_count,semantic_token_count,is_striped,is_floral,is_animal_print,is_checked,is_sequin,is_knit,is_stretch,is_relaxed,is_fitted,is_swing,is_longline,is_off_shoulder,is_batwing,is_long_sleeve,is_short_sleeve,category_cardigan,category_jacket,category_kimono,category_outerwear,category_pants,category_top,category_unknown,style_casual,style_elegant,style_fitted,style_layering,style_relaxed,style_romantic,style_sporty,style_unknown,pattern_animal,pattern_check,pattern_floral,pattern_plain,pattern_sequin,pattern_spot,pattern_stripe,material_cosy,material_jersey,material_knit,material_sequin,material_stretch,material_textured,material_unknown,silhouette_cropped,silhouette_fitted,silhouette_longline,silhouette_oversized,silhouette_relaxed,silhouette_swing,silhouette_unknown,sleeve_type_batwing,sleeve_type_bell,sleeve_type_flute,sleeve_type_long,sleeve_type_short,sleeve_type_unknown,neckline_collared,neckline_cowl,neckline_crew,neckline_off_shoulder,neckline_scoop,neckline_unknown,neckline_v_neck,length_style_long,length_style_mid,length_style_short,length_style_unknown,color_black,color_blue,color_blush,color_cream,color_gold,color_green,color_grey,color_jade,color_khaki,color_natural,color_navy,color_nude,color_olive,color_opal,color_orange,color_pink,color_red,color_silver,color_stone,color_stripe,color_teal,color_unknown,color_white,color_wine,color_yellow,label_status,hybrid_score,is_positive,rank
Emma,wellington-tee#Olive,174.0,81.0,64.0,91.0,126.0,116.0,124.0,64.0,38.0,45.0,52.0,33.0,1.5555555555555556,1.8125,1.362637362637363,45.0,52.0,33.0,0.5555555555555556,0.8125,0.3626373626373626,43.333333333333336,9.60902353693305,3,0,1,0.367816091954023,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.327069,False,464.0
Emma,the-relaxed-long-sleeve-tee-1#Ink%20Stripe,174.0,81.0,64.0,91.0,121.0,100.0,142.0,73.0,76.0,40.0,36.0,51.0,1.4938271604938271,1.5625,1.5604395604395604,40.0,36.0,51.0,0.4938271604938271,0.5625,0.5604395604395604,42.333333333333336,7.767453465154029,3,0,1,0.4195402298850574,1,2,1,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,unknown,0.29275072,False,548.0
Emma,milan-stretch-top#Black,174.0,81.0,64.0,91.0,130.0,122.0,126.0,62.0,57.0,49.0,58.0,35.0,1.6049382716049383,1.90625,1.3846153846153846,49.0,58.0,35.0,0.6049382716049383,0.90625,0.3846153846153846,47.333333333333336,11.590225767142474,3,0,1,0.3563218390804598,1,1,0,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.32441488,False,471.0
Emma,mila-knit-cardigan#StoneBlack,174.0,81.0,64.0,91.0,102.0,100.0,98.0,100.0,66.0,21.0,36.0,7.0,1.2592592592592593,1.5625,1.0769230769230769,21.0,36.0,7.0,0.2592592592592592,0.5625,0.0769230769230769,21.333333333333332,14.50287327853806,3,0,0,0.5747126436781609,1,1,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.4709891,False,203.0
Emma,on-the-horizon-swing-top-1#Khaki,174.0,81.0,64.0,91.0,180.0,,178.0,79.0,,99.0,,87.0,2.2222222222222223,,1.956043956043956,99.0,,87.0,1.2222222222222223,,0.956043956043956,93.0,8.48528137423857,2,0,2,0.4540229885057471,1,1,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.08904057,False,864.0
Emma,sequin-heart-layered-top#Natural,174.0,81.0,64.0,91.0,120.0,140.0,140.0,67.0,67.0,39.0,76.0,49.0,1.4814814814814814,2.1875,1.5384615384615383,39.0,76.0,49.0,0.4814814814814814,1.1875,0.5384615384615384,54.666666666666664,19.13983629327412,3,0,1,0.3850574712643678,1,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.16625918,False,787.0
Emma,the-excess-shirt#Pearl,174.0,81.0,64.0,91.0,102.0,108.0,140.0,86.0,73.0,21.0,44.0,49.0,1.2592592592592593,1.6875,1.5384615384615383,21.0,44.0,49.0,0.2592592592592592,0.6875,0.5384615384615384,38.0,14.933184523068078,3,0,0,0.4942528735632184,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,unknown,0.3618449,False,378.0
Emma,belle-cowl-swing-sweater#Green,174.0,81.0,64.0,91.0,98.0,98.0,114.0,70.0,69.0,17.0,34.0,23.0,1.2098765432098766,1.53125,1.2527472527472527,17.0,34.0,23.0,0.2098765432098765,0.53125,0.2527472527472527,24.666666666666668,8.621678104251709,3,0,0,0.4022988505747126,2,3,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.5535238,False,78.0
Emma,stara-cardigan#GreyMarle,174.0,81.0,64.0,91.0,112.0,,115.0,94.0,67.0,31.0,,24.0,1.382716049382716,,1.2637362637362637,31.0,,24.0,0.382716049382716,,0.2637362637362637,27.5,4.949747468305833,2,0,0,0.5402298850574713,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.46467286,False,216.0
Emma,the-half-sleeve-tee#Black,174.0,81.0,64.0,91.0,116.0,113.0,92.0,75.0,36.0,35.0,49.0,1.0,1.432098765432099,1.765625,1.010989010989011,35.0,49.0,1.0,0.4320987654320987,0.765625,0.0109890109890109,28.333333333333332,24.684678108764825,3,0,0,0.4310344827586206,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.5549718,False,77.0
Emma,falling-for-you-cardi#Teal,174.0,81.0,64.0,91.0,,,,116.0,64.0,,,,,,,,,,,,,,,0,0,0,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,unknown,0.43742242,False,249.0
Emma,the-batwing-tee#FrenchBlue,174.0,81.0,64.0,91.0,,104.0,90.0,75.0,54.0,,40.0,-1.0,,1.625,0.989010989010989,,40.0,1.0,,0.625,0.0109890109890109,19.5,28.991378028648448,2,1,0,0.4310344827586206,1,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.65902394,False,10.0
Emma,true-love-bell-blouse#Jade,174.0,81.0,64.0,91.0,102.0,108.0,144.0,63.0,59.0,21.0,44.0,53.0,1.2592592592592593,1.6875,1.5824175824175823,21.0,44.0,53.0,0.2592592592592592,0.6875,0.5824175824175825,39.333333333333336,16.50252505931542,3,0,1,0.3620689655172414,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.22876494,False,702.0
Emma,foil-spot-tee-1#Navy,174.0,81.0,64.0,91.0,100.0,114.0,124.0,70.0,30.0,19.0,50.0,33.0,1.2345679012345678,1.78125,1.362637362637363,19.0,50.0,33.0,0.2345679012345679,0.78125,0.3626373626373626,34.0,15.524174696260024,3,0,0,0.4022988505747126,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.38155928,False,338.0
